"","TCGA.04.1348","TCGA.04.1357","TCGA.04.1362","TCGA.04.1514","TCGA.04.1519","TCGA.09.1662","TCGA.09.1666","TCGA.09.1670","TCGA.09.1673","TCGA.09.1674","TCGA.09.2044","TCGA.09.2045","TCGA.09.2051","TCGA.09.2054","TCGA.09.2056","TCGA.10.0936","TCGA.13.0799","TCGA.13.0800","TCGA.13.0801","TCGA.13.0897","TCGA.13.0899","TCGA.13.0916","TCGA.13.0920","TCGA.13.1405","TCGA.13.1410","TCGA.13.1481","TCGA.13.1498","TCGA.13.1505","TCGA.13.1506","TCGA.13.1507","TCGA.13.1511","TCGA.13.1512","TCGA.13.2060","TCGA.20.1682","TCGA.20.1683","TCGA.20.1684","TCGA.20.1685","TCGA.20.1687","TCGA.23.1109","TCGA.23.1111","TCGA.23.1122","TCGA.23.1123","TCGA.23.1809","TCGA.23.2077","TCGA.23.2081","TCGA.24.1103","TCGA.24.1416","TCGA.24.1417","TCGA.24.1419","TCGA.24.1423","TCGA.24.1424","TCGA.24.1427","TCGA.24.1428","TCGA.24.1430","TCGA.24.1436","TCGA.24.1467","TCGA.24.1469","TCGA.24.1474","TCGA.24.1544","TCGA.24.1548","TCGA.24.1549","TCGA.24.1550","TCGA.24.1551","TCGA.24.1552","TCGA.24.1553","TCGA.24.1555","TCGA.24.1556","TCGA.24.1557","TCGA.24.1558","TCGA.24.1560","TCGA.24.1562","TCGA.24.1563","TCGA.24.1564","TCGA.24.1567","TCGA.24.1603","TCGA.24.1604","TCGA.24.1616","TCGA.24.1842","TCGA.24.1844","TCGA.24.1846","TCGA.24.1850","TCGA.24.1924","TCGA.24.1930","TCGA.24.2020","TCGA.24.2023","TCGA.24.2024","TCGA.24.2026","TCGA.24.2027","TCGA.24.2033","TCGA.24.2036","TCGA.24.2038","TCGA.24.2254","TCGA.24.2261","TCGA.24.2262","TCGA.24.2267","TCGA.24.2271","TCGA.24.2281","TCGA.24.2288","TCGA.24.2290","TCGA.24.2297","TCGA.24.2298","TCGA.25.1312","TCGA.25.1313","TCGA.25.1314","TCGA.25.1315","TCGA.25.1316","TCGA.25.1318","TCGA.25.1319","TCGA.25.1321","TCGA.25.1322","TCGA.25.1323","TCGA.25.1326","TCGA.25.1328","TCGA.25.1329","TCGA.25.1623","TCGA.25.1625","TCGA.25.1627","TCGA.25.1630","TCGA.25.1631","TCGA.25.1632","TCGA.25.1633","TCGA.25.1635","TCGA.25.2391","TCGA.25.2393","TCGA.25.2396","TCGA.25.2397","TCGA.25.2399","TCGA.25.2400","TCGA.25.2404","TCGA.25.2409","TCGA.29.1688","TCGA.29.1690","TCGA.29.1691","TCGA.29.1693","TCGA.29.1694","TCGA.29.1695","TCGA.29.1696","TCGA.29.1697","TCGA.29.1699","TCGA.29.1701","TCGA.29.1702","TCGA.29.1703","TCGA.29.1711","TCGA.29.1761","TCGA.29.1762","TCGA.29.1776","TCGA.29.1778","TCGA.29.1781","TCGA.29.1783","TCGA.29.1785","TCGA.29.2425","TCGA.29.2427","TCGA.29.2428","TCGA.30.1718","TCGA.30.1855","TCGA.30.1860","TCGA.30.1891","TCGA.31.1944","TCGA.31.1951","TCGA.36.1568","TCGA.36.1570","TCGA.36.1571","TCGA.36.1575","TCGA.36.1577","TCGA.36.1578","TCGA.36.1580","TCGA.36.1581","TCGA.59.2348","TCGA.59.2351","TCGA.59.2352","TCGA.59.2363","TCGA.61.1721","TCGA.61.1724","TCGA.61.1733","TCGA.61.1736","TCGA.61.1738","TCGA.61.1740","TCGA.61.1741","TCGA.61.1743","TCGA.61.1900","TCGA.61.1907","TCGA.61.1910","TCGA.61.1914","TCGA.61.1918","TCGA.61.1919","TCGA.61.1995","TCGA.61.2000","TCGA.61.2009","TCGA.61.2012","TCGA.61.2088","TCGA.61.2092","TCGA.61.2094","TCGA.61.2098","TCGA.61.2102","TCGA.61.2104","TCGA.61.2109","TCGA.61.2111","TCGA.61.2113"
"ACACA"," 0.137025","-1.878242","-0.043323","-0.337896","-0.755270","-1.478015"," 0.206070","-0.881586"," 0.073628","-0.489899"," 2.482740","-0.480921","-0.580359"," 1.200034"," 0.310519"," 0.862175"," 0.391354"," 0.598763"," 0.763416","-0.459529"," 0.726945"," 1.971392"," 1.201268"," 0.293382"," 0.321993"," 1.565382","-0.617516","-0.657697"," 0.483848"," 0.050503"," 2.912890","-0.198247"," 0.405884","-0.074369","-1.495460","-0.436101"," 0.610291","-1.927536","-1.524109"," 0.013205","-0.461690","-1.324878","-0.388119","-0.198182","-0.903944"," 2.100274"," 0.209226","-0.261577","-0.572613","-0.453702","-0.661296","-2.168803","-1.034915","-0.716720","-0.383529"," 0.406333","-0.286027"," 0.310401","-0.702331"," 0.799528"," 0.363685","-0.953072","-0.040898"," 0.185313","-1.940163","-1.259483"," 0.221148","-0.279067"," 2.034625","-0.270648"," 0.008044","-0.099079"," 0.576027","-0.991486","-0.550895","-0.894262"," 0.071370"," 0.437899","-0.206886","-1.598747"," 0.795278","-0.468134","-0.166532"," 0.309767"," 0.190851","-0.340383"," 0.183494","-0.550020","-5.536541"," 1.426249","-1.139430","-0.870845"," 2.548334","-0.508579","-0.696869","-0.705472","-1.095719"," 1.189235"," 0.884383","-1.292438","-0.370231","-0.329123","-0.975733"," 0.094788","-0.144333","-0.052860"," 0.785239"," 0.375440","-0.707829","-0.777080","-1.133895"," 0.338218","-0.782808","-1.110799"," 0.805956"," 0.607612"," 0.667149","-0.615632"," 0.721561","-1.274789","-0.273130"," 1.875756","-0.686303","-0.070352"," 0.127685"," 0.164444"," 0.270266"," 0.150745","-0.048470","-1.051230"," 1.499599","-1.035557"," 2.691886"," 0.446275","-0.146405"," 0.005904","-0.714297"," 0.319673"," 0.280311"," 0.237172","-0.454571","-0.359595"," 0.196061"," 0.058718"," 0.325269","-0.305589","-0.497014","-0.408721","-0.441996"," 0.016420","-0.908799","-0.456503","-0.642223"," 0.366275"," 1.163488"," 0.044085","-0.311828","-0.310691","-0.277725"," 0.209280","-1.350476"," 0.750628","-0.122254","-0.073987","-0.414550","-0.516026"," 0.235911"," 0.672231","-0.582616","-0.057059"," 1.485767","-1.065559"," 1.091776","-0.909716","-0.016557"," 1.563478"," 0.281730","-0.017769"," 0.227110","-0.313246","-1.655948"," 0.255345"," 3.458576","-0.804412","-0.152401","-0.007265"," 2.233957"," 1.509648","-1.240178","-0.165110"," 0.542323","-0.825889"," 0.791176"," 1.733241","-0.146008","-0.648428","-0.856215","-1.678419"
"AKT1"," 0.164359"," 0.893065","-1.453180"," 0.620281","-0.438195"," 0.195051","-0.199234","-0.474000","-0.139296","-0.130166"," 1.247131"," 2.015323"," 0.516885"," 0.627044","-0.240098","-0.796921","-1.457529","-0.894804"," 0.551499"," 0.700991"," 0.837763"," 1.525069"," 1.901060"," 0.280500"," 0.816495"," 0.302905"," 0.002968"," 0.064846","-0.443050","-0.055836"," 0.844887"," 1.099900"," 0.358575"," 0.300069","-0.585060"," 0.260529"," 0.190290","-0.326503"," 0.819327","-0.139973"," 0.698190","-1.051020"," 1.267201"," 0.260386"," 1.026562"," 3.019829"," 0.809895"," 0.541462"," 6.023563"," 0.683729","-0.431094","-1.356184"," 0.400061"," 0.364316"," 0.372602"," 0.432842","-0.556476","-0.067311"," 0.036441","-1.583775"," 1.295437","-1.536507"," 0.073992","-0.738356"," 0.003177"," 0.469199"," 0.221166"," 0.930432","-1.372325","-0.314809"," 0.455091","-0.178078","-0.023442","-0.321162","-0.597301"," 0.083976"," 0.024083"," 0.048181","-0.476656"," 0.704384","-0.165109","-0.062933"," 1.303819"," 0.580343"," 0.487042"," 0.054811"," 0.990197"," 0.137827","-2.580316","-0.697362","-0.206477"," 1.136131","-0.120937","-2.143805","-0.696474","-0.720100"," 0.681926","-0.209941"," 0.668775"," 1.108293","-0.171327","-0.529782"," 0.478631"," 0.284914","-1.366439"," 0.302617","-0.464104","-0.639659","-1.167535"," 1.119641","-0.506099"," 0.061080"," 0.776436","-0.396325","-4.653388"," 0.223653","-0.142989","-1.759817"," 0.382843","-1.943977"," 0.103176"," 0.413044"," 0.563658","-1.723956"," 0.782952","-0.924719","-0.599724"," 0.151646"," 0.335810"," 0.477613"," 0.713801"," 0.111057"," 1.991893"," 0.624393"," 0.149599"," 0.000643"," 0.489370"," 0.719209","-0.592270"," 0.335779"," 0.534952"," 0.845642"," 1.229435","-0.475432"," 1.378898"," 0.608682","-0.725470","-0.380533","-0.029887"," 0.016292","-0.701395","-0.124615"," 0.433124"," 1.214177"," 0.658265"," 0.981872"," 0.324512","-0.916297"," 3.686552"," 0.102117"," 1.817402","-1.404729","-1.136892","-1.382917","-1.089099"," 0.545489"," 0.039697"," 1.186804","-0.866459","-0.542655","-0.393006"," 1.102546","-0.379488"," 0.637683"," 0.268892"," 0.676794"," 1.766355","-1.000801"," 2.898533","-0.275210","-0.815149","-0.830434","-0.258528"," 1.079159","-0.997046","-0.069807"," 0.145347","-1.632065","-2.079786","-1.228634"," 0.077395"," 0.502672","-0.265598","-0.345289","-0.466065"," 1.508117","-1.757353","-0.265158"
"AKT2"," 0.164359"," 0.893065","-1.453180"," 0.620281","-0.438195"," 0.195051","-0.199234","-0.474000","-0.139296","-0.130166"," 1.247131"," 2.015323"," 0.516885"," 0.627044","-0.240098","-0.796921","-1.457529","-0.894804"," 0.551499"," 0.700991"," 0.837763"," 1.525069"," 1.901060"," 0.280500"," 0.816495"," 0.302905"," 0.002968"," 0.064846","-0.443050","-0.055836"," 0.844887"," 1.099900"," 0.358575"," 0.300069","-0.585060"," 0.260529"," 0.190290","-0.326503"," 0.819327","-0.139973"," 0.698190","-1.051020"," 1.267201"," 0.260386"," 1.026562"," 3.019829"," 0.809895"," 0.541462"," 6.023563"," 0.683729","-0.431094","-1.356184"," 0.400061"," 0.364316"," 0.372602"," 0.432842","-0.556476","-0.067311"," 0.036441","-1.583775"," 1.295437","-1.536507"," 0.073992","-0.738356"," 0.003177"," 0.469199"," 0.221166"," 0.930432","-1.372325","-0.314809"," 0.455091","-0.178078","-0.023442","-0.321162","-0.597301"," 0.083976"," 0.024083"," 0.048181","-0.476656"," 0.704384","-0.165109","-0.062933"," 1.303819"," 0.580343"," 0.487042"," 0.054811"," 0.990197"," 0.137827","-2.580316","-0.697362","-0.206477"," 1.136131","-0.120937","-2.143805","-0.696474","-0.720100"," 0.681926","-0.209941"," 0.668775"," 1.108293","-0.171327","-0.529782"," 0.478631"," 0.284914","-1.366439"," 0.302617","-0.464104","-0.639659","-1.167535"," 1.119641","-0.506099"," 0.061080"," 0.776436","-0.396325","-4.653388"," 0.223653","-0.142989","-1.759817"," 0.382843","-1.943977"," 0.103176"," 0.413044"," 0.563658","-1.723956"," 0.782952","-0.924719","-0.599724"," 0.151646"," 0.335810"," 0.477613"," 0.713801"," 0.111057"," 1.991893"," 0.624393"," 0.149599"," 0.000643"," 0.489370"," 0.719209","-0.592270"," 0.335779"," 0.534952"," 0.845642"," 1.229435","-0.475432"," 1.378898"," 0.608682","-0.725470","-0.380533","-0.029887"," 0.016292","-0.701395","-0.124615"," 0.433124"," 1.214177"," 0.658265"," 0.981872"," 0.324512","-0.916297"," 3.686552"," 0.102117"," 1.817402","-1.404729","-1.136892","-1.382917","-1.089099"," 0.545489"," 0.039697"," 1.186804","-0.866459","-0.542655","-0.393006"," 1.102546","-0.379488"," 0.637683"," 0.268892"," 0.676794"," 1.766355","-1.000801"," 2.898533","-0.275210","-0.815149","-0.830434","-0.258528"," 1.079159","-0.997046","-0.069807"," 0.145347","-1.632065","-2.079786","-1.228634"," 0.077395"," 0.502672","-0.265598","-0.345289","-0.466065"," 1.508117","-1.757353","-0.265158"
"AKT3"," 0.164359"," 0.893065","-1.453180"," 0.620281","-0.438195"," 0.195051","-0.199234","-0.474000","-0.139296","-0.130166"," 1.247131"," 2.015323"," 0.516885"," 0.627044","-0.240098","-0.796921","-1.457529","-0.894804"," 0.551499"," 0.700991"," 0.837763"," 1.525069"," 1.901060"," 0.280500"," 0.816495"," 0.302905"," 0.002968"," 0.064846","-0.443050","-0.055836"," 0.844887"," 1.099900"," 0.358575"," 0.300069","-0.585060"," 0.260529"," 0.190290","-0.326503"," 0.819327","-0.139973"," 0.698190","-1.051020"," 1.267201"," 0.260386"," 1.026562"," 3.019829"," 0.809895"," 0.541462"," 6.023563"," 0.683729","-0.431094","-1.356184"," 0.400061"," 0.364316"," 0.372602"," 0.432842","-0.556476","-0.067311"," 0.036441","-1.583775"," 1.295437","-1.536507"," 0.073992","-0.738356"," 0.003177"," 0.469199"," 0.221166"," 0.930432","-1.372325","-0.314809"," 0.455091","-0.178078","-0.023442","-0.321162","-0.597301"," 0.083976"," 0.024083"," 0.048181","-0.476656"," 0.704384","-0.165109","-0.062933"," 1.303819"," 0.580343"," 0.487042"," 0.054811"," 0.990197"," 0.137827","-2.580316","-0.697362","-0.206477"," 1.136131","-0.120937","-2.143805","-0.696474","-0.720100"," 0.681926","-0.209941"," 0.668775"," 1.108293","-0.171327","-0.529782"," 0.478631"," 0.284914","-1.366439"," 0.302617","-0.464104","-0.639659","-1.167535"," 1.119641","-0.506099"," 0.061080"," 0.776436","-0.396325","-4.653388"," 0.223653","-0.142989","-1.759817"," 0.382843","-1.943977"," 0.103176"," 0.413044"," 0.563658","-1.723956"," 0.782952","-0.924719","-0.599724"," 0.151646"," 0.335810"," 0.477613"," 0.713801"," 0.111057"," 1.991893"," 0.624393"," 0.149599"," 0.000643"," 0.489370"," 0.719209","-0.592270"," 0.335779"," 0.534952"," 0.845642"," 1.229435","-0.475432"," 1.378898"," 0.608682","-0.725470","-0.380533","-0.029887"," 0.016292","-0.701395","-0.124615"," 0.433124"," 1.214177"," 0.658265"," 0.981872"," 0.324512","-0.916297"," 3.686552"," 0.102117"," 1.817402","-1.404729","-1.136892","-1.382917","-1.089099"," 0.545489"," 0.039697"," 1.186804","-0.866459","-0.542655","-0.393006"," 1.102546","-0.379488"," 0.637683"," 0.268892"," 0.676794"," 1.766355","-1.000801"," 2.898533","-0.275210","-0.815149","-0.830434","-0.258528"," 1.079159","-0.997046","-0.069807"," 0.145347","-1.632065","-2.079786","-1.228634"," 0.077395"," 0.502672","-0.265598","-0.345289","-0.466065"," 1.508117","-1.757353","-0.265158"
"ANXA1","-0.1690"," 0.0967"," 1.5401","-2.7918","-1.6574"," 0.5057"," 1.2381","-1.0134","-0.7361","-2.7908","-1.3748","-0.4828"," 0.1837","-0.9776","-0.1404","-1.6246"," 0.8097","-0.7042","-0.7088"," 1.4407"," 0.0626","-2.7986","-0.9709"," 0.2813","-0.5202"," 0.9925"," 0.5864","-0.2703","-1.4693","-0.2125","-0.4152"," 0.8246"," 0.7391"," 0.4447","-1.7105"," 0.2881","-0.5819"," 1.3855","-0.0326"," 0.5335"," 0.7413","-2.2321","-0.6511","-0.8315"," 1.5163"," 0.7310"," 0.2972","-0.3744","-2.9899"," 0.6917","-0.0982"," 0.8845","-0.1370","-0.3537","-0.2232"," 0.5880","-1.9138","-0.3525","-0.2704","-1.5062"," 0.4271","-0.5360"," 0.2240"," 0.4690","-0.1084"," 0.2616"," 0.5964","-0.2472","-1.9190","-2.8124"," 0.1155"," 0.9122"," 0.0148","-0.5385"," 0.2580"," 0.2767","-1.8825"," 1.0721","-0.5537","-0.3756","-0.3280","-0.6730"," 0.0534","-2.3679","-0.0852"," 0.8447"," 0.2975","-0.8271","-1.7599"," 0.1713"," 0.6877"," 0.7970","-0.3228","-0.0493","-0.0537","-0.1822","-0.1556"," 0.2089","-0.6523"," 0.6103"," 0.6932","-0.4288"," 1.5894"," 0.7535","-0.4548","-3.0776","-0.2229","-0.3648"," 0.2086","-0.1718","-1.0040","-0.7742"," 1.3039","-0.4954"," 0.3986"," 1.4601","-0.6554"," 0.6036","-0.0391"," 1.5045"," 0.2709"," 0.8015"," 0.4674","-0.7888","-0.7671"," 0.9137","-0.3159","-0.6413"," 0.7365"," 1.1003"," 0.1995"," 1.5240"," 0.5457","-0.6007"," 2.0771","-0.2724"," 1.0545","-1.6537"," 0.0668","-0.1431","-0.2267"," 1.2887"," 0.3801","-0.8473","-0.4185"," 0.8776"," 0.5727","-1.1846"," 0.5759","-0.3862"," 0.6008","-0.2110","-0.9493"," 0.8697"," 0.7344"," 0.5395"," 1.6723"," 0.4268","-0.2086"," 0.4853"," 0.8488"," 0.5747","-1.1278","-0.4821"," 1.2399"," 0.6683"," 0.2188","-0.6647","-1.7236","-1.8740","-1.3916"," 0.7159","-0.0798","-0.2319"," 0.5371","-0.0300","-1.2423","-1.0341","-0.0856","-0.8783","-0.4087","-0.4905","-1.0932","-0.3648"," 0.2974","-0.3219","-1.3691","-1.2099"," 0.5660","-1.4412"," 1.7139","-0.8499","-1.4367","-2.3965"," 0.8839"," 0.0512","-0.3872","-0.0243"
"AR","-0.35934"," 0.27715","-0.46670"," 0.39773"," 1.94850"," 0.40962"," 1.46741"," 1.64690"," 0.35150","-1.43401","-1.72912","-0.03316"," 0.89807","-1.72774","-1.03652","-0.19268"," 1.87528","-0.43878"," 0.91931","-1.20619","-1.38504"," 1.21861","-0.71286"," 0.30765"," 0.23070","-0.94417"," 0.55338"," 0.16014","-0.02746","-1.36318"," 0.50061","-1.53849"," 0.47489","-1.37250","-0.22476"," 0.90897"," 0.64626"," 0.31180"," 0.26492"," 0.23911","-0.79158","-0.79603","-0.60202"," 2.03270","-0.97386"," 1.03283"," 0.83476","-0.73668"," 1.25103"," 1.27265"," 0.04039","-1.50766","-0.80869"," 2.66997","-0.24257"," 0.63529"," 0.24503","-0.93180"," 0.18744"," 1.36157","-0.83900","-0.64949"," 0.83585","-1.41479"," 0.01719"," 1.37366"," 0.78202","-0.70314","-0.98863"," 1.10603"," 0.99622"," 0.40215","-0.88417"," 0.69029"," 1.50100"," 0.94974"," 3.40249","-0.11490"," 0.63725"," 0.21980","-0.02991"," 0.77563","-1.39693","-0.68552"," 0.01984"," 1.92767","-0.17312","-0.12982","-1.29493"," 0.88677"," 0.94491"," 0.82754"," 0.14561","-1.05051"," 1.07616","-0.61456"," 0.93046","-1.46850","-1.69154"," 0.14328"," 0.05840","-0.39122"," 0.34325"," 1.59764"," 0.43219","-1.65760"," 0.64460"," 0.35493"," 2.07959"," 0.41144"," 0.66857","-0.84470"," 0.93285","-1.21120","-1.04284","-0.16846","-0.39732","-0.08931","-0.37392","-1.17495","-0.44257","-0.01926"," 0.96579","-0.37287"," 0.56291"," 2.16574"," 0.40192"," 1.46484"," 0.13528","-1.23884"," 0.12726"," 0.21298","-0.49248"," 0.87458","-0.68980"," 0.80205"," 0.47299","-1.11985","-0.23969","-0.79150","-0.33321","-0.15192","-1.61561"," 1.66956"," 0.24584"," 1.57023"," 1.41126","-0.61142"," 0.13439","-1.52377"," 1.23588","-0.94003","-1.18584"," 1.27281","-1.02927","-1.65346","-0.47504","-0.66962"," 0.63448","-0.18256","-0.20570"," 0.73460"," 1.31975"," 1.17661"," 1.53899"," 0.14717","-0.83527"," 0.86890"," 1.11643"," 1.40658"," 0.50341"," 1.80595","-0.95818"," 0.52861"," 1.27658"," 0.48913","-1.05224"," 0.81398"," 0.87135"," 0.92266","-1.37284","-1.39278"," 0.47603","-0.04081","-0.83274"," 0.76460","-1.47678","-1.09980","-0.74033"," 1.47363"," 1.13086","-0.60856"," 0.27779","-1.63565","-0.12354","-0.45388"," 1.25039","-0.37383"
"BAX"," 0.011804"," 0.726132","-0.494385","-1.037562","-0.345461","-0.621502","-0.400151","-0.383887","-2.227382","-1.430793"," 2.146285"," 0.197313"," 0.236396"," 0.575980"," 0.805106"," 0.032485"," 0.330366","-0.008030"," 1.242748","-0.255296","-0.753870"," 0.769886"," 0.298084"," 0.255962"," 1.746693"," 0.504213","-0.114123","-0.705782","-1.483030","-0.067537","-1.202241"," 1.875779"," 0.443230","-0.766134","-0.660087","-2.149212","-0.506337","-1.896946","-1.456941"," 0.041707"," 0.939203"," 0.878237"," 1.255636","-0.708904","-0.898255","-0.614721","-0.397464"," 1.437709"," 0.449611","-1.749661"," 0.074248"," 3.232183","-1.497350","-0.853487"," 0.721318","-1.228191","-0.583401","-0.668976","-0.002132","-1.203870","-2.200655","-0.655469","-1.207243","-1.047708","-0.783640"," 0.177021"," 0.017701","-0.704666","-0.965628","-0.114258"," 0.693354"," 0.056023"," 0.904713","-0.194200","-1.074067","-0.726855","-0.227521"," 0.259784","-0.898925"," 0.270228"," 0.121179"," 1.349152"," 1.725013"," 0.720384","-0.387875","-0.992875"," 0.282176"," 0.033577"," 2.916682","-1.585024"," 0.471437","-0.355346"," 0.299683"," 1.401031","-1.048326"," 0.598599"," 0.170065"," 1.672545"," 0.802475","-0.383589","-0.189083","-1.805019"," 0.588512","-1.136991","-0.326190"," 0.456678","-1.950157","-0.847856","-1.889586","-0.932993","-1.237487"," 0.135500"," 0.273772"," 1.485042"," 2.005997","-0.254030","-1.051308"," 3.462501","-1.062551","-1.716142"," 0.000767"," 0.377508"," 0.361683"," 0.638851","-0.169815"," 1.856285","-0.641626","-1.131760","-0.491003","-0.296555"," 0.348158","-0.824809"," 0.148726","-0.069664","-0.443916","-0.137578","-1.119344","-0.925985"," 0.803076"," 1.502534","-0.672614","-0.889526","-0.398091"," 0.980063"," 1.599002","-0.000283","-1.166511"," 0.817955","-0.189229","-0.213273","-1.329131"," 0.620187"," 1.457479"," 0.306634"," 0.124466"," 1.108144","-1.113817"," 0.061365"," 1.333131","-1.198307","-0.783559","-2.178625"," 0.066605","-0.306727","-0.050321","-0.205063"," 1.354964"," 1.160284"," 0.024720","-0.337099"," 0.075792","-1.386346"," 0.152900"," 0.010388","-0.383367","-0.022374"," 0.801450","-1.341032","-0.657194","-0.669116"," 1.048920","-0.820026"," 1.067411","-1.238703"," 1.851584","-0.445283","-0.592681"," 1.008954"," 1.490803","-0.562168","-0.888928","-1.297104","-0.271924","-0.178932"," 0.561882","-0.020339"," 1.651270"," 0.556557"
"BCL2","-0.7044"," 1.3982","-0.8702"," 1.8511","-0.5365","-0.7543","-0.8543","-0.1480"," 0.0917","-0.6765","-0.2129"," 0.6036"," 0.2333","-0.0263","-0.2792","-0.7633"," 1.4487","-0.2340","-0.4872","-0.2981","-0.7309"," 4.0007","-0.8205","-0.1238","-0.8267"," 1.4652"," 0.5736"," 0.3285","-1.1507","-0.5466","-1.0210","-1.2333","-0.7416","-0.9029","-0.4968"," 0.3416","-0.0113"," 1.3823","-0.2059","-0.5596","-0.2323"," 0.8072","-1.3577"," 0.3987","-1.2758","-0.9470","-0.2999","-0.2819"," 0.8313"," 1.3072"," 0.9732"," 1.2539","-0.1153"," 1.0931","-0.3005","-0.0573","-1.3504","-0.3152"," 0.8668","-1.4063","-1.3912","-1.0894"," 2.3103","-1.1741"," 0.8864"," 0.3540","-0.4595","-0.8364","-1.3403","-1.1017","-0.2209","-1.0503","-0.7679","-0.3214","-1.5749","-0.4166","-0.4917","-0.1104","-0.0270"," 0.5333"," 2.2564"," 0.3161","-0.3716","-1.2459","-0.7831","-0.2086","-0.6891","-0.3153","-0.1431","-0.3988"," 1.3709"," 1.3591"," 0.0730"," 0.4123"," 0.4001"," 0.6283","-0.2081"," 0.9711"," 0.5148","-0.5782","-0.4405","-0.4773","-0.7554","-0.3673","-1.4660","-0.5714","-0.5879","-0.5995","-0.4263"," 1.5579","-0.7813","-0.9251","-0.2881","-0.8322"," 0.1601"," 0.2785","-0.9433"," 0.2902","-0.7972","-1.2576","-0.2408","-0.1699","-0.4070","-0.3966","-0.0349","-1.0031","-0.9071","-0.3849","-0.6579","-1.0004"," 2.4328","-1.3377","-0.7179","-1.2482"," 0.2966","-0.6957"," 0.6493","-1.1460"," 0.1612","-0.5731"," 0.5059"," 0.5977","-0.2338"," 0.4655","-0.4660"," 0.4447"," 1.0927"," 0.2183"," 0.7230","-1.1466"," 0.0521","-0.5489","-1.3454","-0.2005"," 0.6068","-0.0209","-0.4013","-0.7359","-0.0503","-0.9662","-0.9826","-0.6534","-0.4906"," 0.4884","-0.0205","-0.8123"," 0.2642","-0.8800","-0.4496","-0.8675"," 0.2990"," 3.4286","-0.3583","-0.8093"," 0.2578","-0.8224"," 0.4267"," 0.2424","-0.7668"," 1.2876"," 0.9048","-0.3748","-0.5983","-0.5693","-0.3330","-0.6157","-0.3220"," 0.1056","-0.3715"," 5.5532","-1.5157"," 0.6474"," 0.3399"," 0.7616"," 0.9693","-0.3786"," 0.8545","-0.4874"
"BCL2L1"," 0.35868"," 1.73337"," 1.61233","-1.05979"," 0.70495"," 0.39386"," 0.62306","-0.81408","-1.47519","-1.87464","-0.73159","-0.69677","-0.90696","-1.86624"," 0.68735"," 1.21050"," 1.34215","-1.39346","-1.03614"," 0.14179","-0.06138"," 0.08921"," 0.97235","-1.21282"," 1.89101"," 0.59872","-0.05351","-0.62123"," 0.07281","-0.09413","-0.17912","-0.11438","-0.29446","-1.51585"," 1.04575","-1.03005","-0.06026","-1.02490"," 3.32969","-0.05286","-0.90226"," 0.09531","-1.21462","-0.82871","-0.24304","-0.37960","-0.59919","-0.81048","-1.07502","-1.14763"," 0.61102"," 1.66000"," 0.01835"," 0.44696"," 0.72677","-0.19652","-0.85554","-1.47893"," 0.84763","-0.41391","-1.29697","-0.86537","-0.72651","-0.61831"," 0.50031","-0.56746","-0.51717","-0.40098","-0.14984","-1.84979","-1.46431","-0.57237","-0.72869"," 0.01664","-1.25109"," 0.27523","-1.55622","-0.06138","-0.10024"," 0.12117","-0.24162"," 0.39365"," 0.92162","-1.54684"," 0.36447","-0.06138","-1.39297"," 0.17784"," 7.11786","-0.44994"," 0.37185","-0.34334","-0.85582"," 1.18177"," 0.64315"," 1.23852","-0.16358"," 1.46345","-0.75240"," 0.86416"," 0.43532","-0.49647","-0.30296","-0.88939","-0.54940","-1.73419"," 1.69270","-0.35784"," 0.31770","-0.32114","-0.31761"," 0.12899","-1.46049"," 1.00174"," 0.30029","-0.52441"," 0.12154"," 0.79356"," 0.23847"," 0.20876","-0.86004","-1.51874","-0.33686"," 0.52157","-0.65564"," 1.21886","-1.83071","-0.74668","-0.08098"," 2.54809","-1.09901","-0.46213","-0.37651"," 0.03339"," 0.79422","-0.22491","-0.58677","-1.28491"," 0.87810"," 0.06623","-1.61289","-0.43798","-1.36809","-0.86626"," 0.41105","-0.36928"," 0.87718"," 0.50586"," 1.84386"," 0.21401"," 1.33202"," 0.68003"," 0.90563"," 0.25631"," 0.77700","-0.55334","-0.97395"," 0.84290"," 2.53903","-0.03503","-0.67150","-1.08764"," 1.79401"," 0.84850","-0.35232","-0.70365","-0.64278"," 0.76444"," 2.55726"," 0.41168"," 0.16439","-1.55865"," 1.03962"," 0.21641"," 0.42740","-1.23583"," 0.21562"," 1.69539","-0.37332"," 1.06539"," 2.39299","-0.20642"," 1.20704"," 0.43839"," 0.56493","-1.62870"," 0.05252"," 1.28056"," 3.28289","-0.95811","-1.13681","-0.22563"," 0.81294","-1.57355"," 0.30844"," 0.26335"," 1.27142","-0.76434"
